user_id,learning_path_id,total_certifications,total_courses_assigned,average_rating,average_rating_bin
441,7,1,2,76.0,71-80
441,16,2,2,81.5,81-90
441,17,2,2,78.5,71-80
441,18,1,1,85.0,81-90
442,2,3,5,74.4,71-80
442,4,1,1,84.0,81-90
442,7,2,2,81.0,81-90
442,10,1,1,80.0,81-90
442,13,0,1,66.0,61-70
442,17,1,1,86.0,81-90
442,20,1,1,78.0,71-80
443,2,1,4,74.0,71-80
443,3,1,2,75.0,71-80
443,4,1,2,78.5,71-80
443,5,2,2,78.0,71-80
443,16,0,1,74.0,71-80
443,17,1,1,79.0,71-80
444,1,1,1,81.0,81-90
444,2,3,5,77.8,71-80
444,7,0,1,76.0,71-80
444,10,1,1,87.0,81-90
444,12,0,2,72.5,71-80
444,15,1,1,77.0,71-80
444,16,1,1,77.0,71-80
444,17,1,1,81.0,81-90
444,18,1,1,91.0,91-100
444,20,0,1,70.0,71-80
445,2,3,4,79.75,71-80
445,4,1,1,78.0,71-80
445,5,0,1,76.0,71-80
445,6,1,1,80.0,81-90
445,7,1,1,82.0,81-90
445,12,1,1,76.0,71-80
445,17,1,1,84.0,81-90
445,20,2,2,85.5,81-90
446,2,3,4,78.75,71-80
446,3,1,1,78.0,71-80
446,5,0,1,70.0,71-80
446,7,1,1,89.0,81-90
446,12,1,1,90.0,91-100
446,14,1,2,83.5,81-90
446,15,0,1,76.0,71-80
446,16,1,1,80.0,81-90
446,17,2,3,78.67,71-80
447,2,4,5,81.0,81-90
447,3,1,1,87.0,81-90
447,4,1,1,82.0,81-90
447,6,1,1,83.0,81-90
447,11,1,1,81.0,81-90
447,13,1,1,90.0,91-100
447,17,0,1,75.0,71-80
447,18,1,1,83.0,81-90
447,20,0,1,73.0,71-80
448,1,1,1,87.0,81-90
448,2,2,5,82.8,81-90
448,3,1,1,85.0,81-90
448,4,1,1,87.0,81-90
448,10,0,1,74.0,71-80
448,11,0,2,68.5,61-70
448,14,1,1,86.0,81-90
448,17,0,1,66.0,61-70
448,19,1,2,78.5,71-80
449,1,1,1,79.0,71-80
449,2,1,3,79.0,71-80
449,7,2,2,83.5,81-90
449,11,0,1,75.0,71-80
449,12,1,1,95.0,91-100
449,13,1,1,88.0,81-90
449,14,1,1,84.0,81-90
449,16,1,2,77.0,71-80
449,17,0,1,76.0,71-80
449,19,1,2,79.5,71-80
450,2,1,5,75.4,71-80
450,4,1,1,86.0,81-90
450,6,1,1,88.0,81-90
450,7,1,1,95.0,91-100
450,10,1,1,79.0,71-80
450,16,1,1,77.0,71-80
450,17,1,1,87.0,81-90
450,18,0,1,73.0,71-80
450,19,1,1,87.0,81-90
450,20,1,2,80.0,81-90
451,2,4,5,83.4,81-90
451,4,1,1,89.0,81-90
451,5,1,1,91.0,91-100
451,11,1,1,83.0,81-90
451,13,1,1,86.0,81-90
451,17,1,1,78.0,71-80
452,2,3,4,80.5,81-90
452,3,1,1,88.0,81-90
452,4,1,1,79.0,71-80
452,5,0,1,74.0,71-80
452,6,1,1,93.0,91-100
452,8,1,1,78.0,71-80
452,9,1,1,79.0,71-80
452,12,1,1,89.0,81-90
452,13,1,1,78.0,71-80
452,17,1,1,82.0,81-90
453,2,4,4,83.75,81-90
453,3,2,2,80.0,81-90
453,4,0,1,65.0,61-70
453,5,1,1,78.0,71-80
453,8,1,1,78.0,71-80
453,12,1,1,91.0,91-100
453,14,0,1,74.0,71-80
453,15,1,1,82.0,81-90
453,17,1,1,89.0,81-90
453,20,1,1,87.0,81-90
454,2,3,5,82.4,81-90
454,6,1,1,92.0,91-100
454,8,1,1,86.0,81-90
454,11,1,1,80.0,81-90
454,12,1,1,89.0,81-90
454,13,1,1,81.0,81-90
454,15,0,1,68.0,61-70
454,17,1,1,82.0,81-90
454,19,0,1,72.0,71-80
454,20,1,1,88.0,81-90
455,1,1,1,79.0,71-80
455,2,3,4,82.25,81-90
455,6,0,1,74.0,71-80
455,9,0,1,75.0,71-80
455,10,1,1,76.0,71-80
455,12,1,1,90.0,91-100
455,15,1,1,90.0,91-100
455,17,0,1,71.0,71-80
455,18,1,1,92.0,91-100
455,19,2,2,80.5,81-90
456,2,3,4,81.5,81-90
456,4,0,1,75.0,71-80
456,5,1,1,77.0,71-80
456,12,1,2,86.0,81-90
456,17,1,2,76.0,71-80
456,19,0,1,74.0,71-80
457,1,0,1,76.0,71-80
457,2,2,3,79.0,71-80
457,4,1,1,82.0,81-90
457,10,1,1,84.0,81-90
457,11,1,1,95.0,91-100
457,14,1,1,83.0,81-90
457,16,1,1,92.0,91-100
457,17,1,1,85.0,81-90
458,2,2,5,81.2,81-90
458,7,2,2,79.0,71-80
458,8,0,1,70.0,71-80
458,9,1,1,96.0,91-100
458,17,2,3,85.0,81-90
459,2,2,4,77.25,71-80
459,3,0,1,75.0,71-80
459,4,1,2,77.0,71-80
459,9,0,1,75.0,71-80
459,14,1,1,88.0,81-90
459,16,1,1,82.0,81-90
459,17,2,2,77.5,71-80
459,20,1,1,84.0,81-90
460,1,1,1,81.0,81-90
460,2,2,3,80.33,81-90
460,4,1,1,82.0,81-90
460,5,1,2,76.5,71-80
460,9,2,2,86.0,81-90
460,17,2,2,83.5,81-90
460,20,0,1,74.0,71-80
461,1,1,1,84.0,81-90
461,2,3,4,80.25,81-90
461,6,1,1,84.0,81-90
461,7,1,1,84.0,81-90
461,9,1,1,82.0,81-90
461,10,1,1,91.0,91-100
461,12,1,1,82.0,81-90
461,14,1,1,83.0,81-90
461,17,1,1,79.0,71-80
461,18,1,1,78.0,71-80
461,19,1,1,80.0,81-90
462,2,4,4,90.5,91-100
462,3,1,1,86.0,81-90
462,7,1,1,95.0,91-100
462,11,0,1,72.0,71-80
462,12,1,1,76.0,71-80
462,15,1,1,94.0,91-100
462,17,1,1,86.0,81-90
462,18,1,1,90.0,91-100
462,20,3,3,79.0,71-80
463,2,3,4,81.0,81-90
463,4,1,1,85.0,81-90
463,8,1,1,83.0,81-90
463,10,1,1,88.0,81-90
463,13,0,1,74.0,71-80
463,16,1,1,90.0,91-100
463,17,1,1,81.0,81-90
464,2,1,4,77.0,71-80
464,3,0,1,72.0,71-80
464,9,1,1,84.0,81-90
464,11,0,1,66.0,61-70
464,12,0,2,70.5,71-80
464,15,1,1,85.0,81-90
464,17,0,1,76.0,71-80
465,1,2,2,89.0,81-90
465,2,3,4,81.25,81-90
465,8,1,1,80.0,81-90
465,11,1,1,86.0,81-90
465,16,1,1,79.0,71-80
465,17,1,1,77.0,71-80
465,19,0,1,69.0,61-70
466,2,3,5,77.4,71-80
466,3,0,1,75.0,71-80
466,4,0,1,73.0,71-80
466,14,0,1,75.0,71-80
466,17,0,1,65.0,61-70
466,18,2,3,79.0,71-80
467,2,3,4,78.75,71-80
467,3,0,1,72.0,71-80
467,4,0,1,68.0,61-70
467,5,1,1,78.0,71-80
467,7,2,3,79.67,71-80
467,9,1,1,95.0,91-100
467,12,1,1,80.0,81-90
467,14,1,1,79.0,71-80
467,16,1,1,76.0,71-80
467,17,0,1,74.0,71-80
468,2,0,4,71.0,71-80
468,7,1,1,83.0,81-90
468,9,1,1,80.0,81-90
468,10,3,3,86.33,81-90
468,12,1,1,90.0,91-100
468,17,2,2,82.0,81-90
469,1,1,2,76.5,71-80
469,2,4,5,81.2,81-90
469,6,1,1,80.0,81-90
469,11,0,1,65.0,61-70
469,15,0,1,73.0,71-80
469,16,0,1,70.0,71-80
469,17,0,1,75.0,71-80
470,1,0,1,74.0,71-80
470,2,4,4,87.0,81-90
470,3,1,1,91.0,91-100
470,4,1,1,83.0,81-90
470,6,0,1,70.0,71-80
470,12,1,1,86.0,81-90
470,13,0,1,76.0,71-80
470,14,1,2,72.5,71-80
470,17,2,2,86.0,81-90
470,19,0,1,64.0,61-70
471,2,4,4,87.25,81-90
471,4,1,1,87.0,81-90
471,6,1,1,83.0,81-90
471,8,1,1,82.0,81-90
471,13,1,1,84.0,81-90
471,14,1,1,95.0,91-100
471,15,1,1,92.0,91-100
471,17,2,2,82.0,81-90
471,18,0,1,68.0,61-70
471,20,1,1,92.0,91-100
472,2,1,4,77.5,71-80
472,4,1,1,83.0,81-90
472,6,1,2,78.5,71-80
472,7,1,1,80.0,81-90
472,12,1,3,73.0,71-80
472,13,0,1,68.0,61-70
472,16,1,1,76.0,71-80
472,17,0,2,67.5,61-70
473,2,4,5,79.0,71-80
473,8,1,2,76.5,71-80
473,9,1,2,82.5,81-90
473,10,1,1,97.0,91-100
473,12,1,1,87.0,81-90
473,17,1,1,88.0,81-90
474,2,3,5,77.4,71-80
474,3,0,1,69.0,61-70
474,9,1,1,79.0,71-80
474,10,1,1,82.0,81-90
474,12,1,1,82.0,81-90
474,14,1,1,84.0,81-90
474,15,1,1,85.0,81-90
474,17,1,1,80.0,81-90
474,18,0,1,74.0,71-80
474,20,0,1,75.0,71-80
475,2,4,4,85.75,81-90
475,3,0,1,72.0,71-80
475,4,1,2,79.0,71-80
475,9,0,1,73.0,71-80
475,11,1,1,82.0,81-90
475,15,0,1,65.0,61-70
475,17,1,2,79.5,71-80
475,18,1,1,88.0,81-90
476,2,3,5,77.4,71-80
476,3,1,3,77.67,71-80
476,7,0,1,72.0,71-80
476,17,1,1,95.0,91-100
476,18,0,1,75.0,71-80
477,1,0,1,74.0,71-80
477,2,4,5,82.2,81-90
477,4,1,1,78.0,71-80
477,10,2,2,85.0,81-90
477,11,2,2,78.5,71-80
477,17,1,1,78.0,71-80
478,1,3,3,83.67,81-90
478,2,3,4,82.75,81-90
478,7,1,1,92.0,91-100
478,12,1,1,86.0,81-90
478,14,0,1,66.0,61-70
478,17,2,2,85.0,81-90
478,18,0,1,68.0,61-70
479,2,3,4,83.75,81-90
479,4,1,2,75.0,71-80
479,6,1,1,79.0,71-80
479,7,0,1,70.0,71-80
479,11,1,2,79.0,71-80
479,17,1,2,77.0,71-80
479,19,1,1,79.0,71-80
479,20,0,2,69.5,61-70
480,1,1,1,85.0,81-90
480,2,4,4,85.0,81-90
480,3,1,1,83.0,81-90
480,7,1,2,76.0,71-80
480,13,1,1,90.0,91-100
480,14,1,2,75.5,71-80
480,15,0,1,69.0,61-70
480,17,0,1,76.0,71-80
480,20,1,1,79.0,71-80
481,2,2,4,76.0,71-80
481,3,1,1,84.0,81-90
481,4,1,1,81.0,81-90
481,5,1,1,88.0,81-90
481,7,1,3,76.67,71-80
481,8,1,1,82.0,81-90
481,11,2,3,80.33,81-90
481,17,1,1,79.0,71-80
482,2,3,4,80.25,81-90
482,4,1,1,87.0,81-90
482,7,1,1,85.0,81-90
482,9,1,1,84.0,81-90
482,11,2,3,79.33,71-80
482,14,0,1,76.0,71-80
482,20,0,1,71.0,71-80
483,1,0,1,68.0,61-70
483,2,1,3,75.67,71-80
483,3,1,1,85.0,81-90
483,4,1,1,81.0,81-90
483,5,1,1,84.0,81-90
483,7,1,1,81.0,81-90
483,8,1,1,98.0,91-100
483,14,1,1,86.0,81-90
483,16,1,1,86.0,81-90
483,17,1,3,78.0,71-80
483,20,1,1,77.0,71-80
484,2,3,4,79.0,71-80
484,6,1,1,80.0,81-90
484,8,1,1,90.0,91-100
484,10,1,1,80.0,81-90
484,13,2,2,77.0,71-80
484,14,1,1,88.0,81-90
484,16,1,1,79.0,71-80
484,17,1,1,79.0,71-80
484,18,1,1,88.0,81-90
484,20,1,1,92.0,91-100
485,2,4,4,89.5,81-90
485,3,1,1,81.0,81-90
485,6,1,1,84.0,81-90
485,7,1,1,88.0,81-90
485,13,0,1,68.0,61-70
485,14,1,1,76.0,71-80
485,15,2,2,89.0,81-90
485,16,1,1,80.0,81-90
485,17,1,1,86.0,81-90
485,18,0,1,72.0,71-80
486,2,3,4,82.0,81-90
486,4,1,1,78.0,71-80
486,7,1,2,78.0,71-80
486,8,0,1,72.0,71-80
486,13,1,1,77.0,71-80
486,14,0,1,68.0,61-70
486,17,2,2,81.5,81-90
487,2,3,4,76.25,71-80
487,3,0,1,65.0,61-70
487,7,1,1,89.0,81-90
487,11,0,1,74.0,71-80
487,13,1,1,96.0,91-100
487,17,1,1,79.0,71-80
487,18,1,1,79.0,71-80
487,19,0,1,71.0,71-80
488,2,1,4,75.25,71-80
488,9,0,1,69.0,61-70
488,10,0,1,76.0,71-80
488,11,0,1,72.0,71-80
488,15,0,1,70.0,71-80
488,17,1,2,76.5,71-80
489,1,1,1,77.0,71-80
489,2,1,4,77.25,71-80
489,9,1,1,92.0,91-100
489,11,1,1,87.0,81-90
489,12,0,1,71.0,71-80
489,17,1,1,84.0,81-90
489,20,1,1,94.0,91-100
490,1,0,1,77.0,71-80
490,2,2,4,78.25,71-80
490,7,1,1,85.0,81-90
490,8,1,1,89.0,81-90
490,10,1,1,89.0,81-90
490,16,1,1,84.0,81-90
490,17,1,1,83.0,81-90
490,18,0,1,69.0,61-70
490,19,1,1,87.0,81-90
491,2,4,5,81.0,81-90
491,3,0,1,76.0,71-80
491,6,0,1,67.0,61-70
491,7,1,1,86.0,81-90
491,11,0,1,68.0,61-70
491,15,2,2,83.0,81-90
491,17,1,1,86.0,81-90
491,19,2,2,94.0,91-100
491,20,1,1,77.0,71-80
492,1,2,2,82.5,81-90
492,2,3,4,77.0,71-80
492,6,0,1,77.0,71-80
492,7,1,1,80.0,81-90
492,9,1,1,83.0,81-90
492,11,2,2,85.5,81-90
492,14,1,1,78.0,71-80
492,16,1,1,79.0,71-80
492,17,2,2,80.0,81-90
493,2,3,4,84.5,81-90
493,6,1,1,83.0,81-90
493,7,1,1,78.0,71-80
493,12,0,1,68.0,61-70
493,16,1,1,85.0,81-90
493,17,1,1,89.0,81-90
493,20,1,1,93.0,91-100
494,2,1,4,74.0,71-80
494,3,1,1,82.0,81-90
494,7,1,1,85.0,81-90
494,9,0,1,72.0,71-80
494,15,1,1,82.0,81-90
494,17,3,3,83.0,81-90
495,2,3,5,81.0,81-90
495,4,2,2,82.5,81-90
495,5,0,1,67.0,61-70
495,7,1,1,78.0,71-80
495,9,0,1,75.0,71-80
495,17,2,2,85.5,81-90
496,2,3,4,79.0,71-80
496,8,1,1,80.0,81-90
496,9,1,1,83.0,81-90
496,11,1,1,96.0,91-100
496,12,1,1,79.0,71-80
496,17,0,1,74.0,71-80
496,18,0,1,74.0,71-80
496,19,0,2,73.0,71-80
497,1,0,1,74.0,71-80
497,2,3,4,85.0,81-90
497,4,1,2,78.5,71-80
497,11,1,1,83.0,81-90
497,12,1,1,79.0,71-80
497,14,0,1,75.0,71-80
497,15,1,1,78.0,71-80
497,17,1,2,76.0,71-80
497,18,1,1,96.0,91-100
497,19,1,1,86.0,81-90
498,2,3,4,78.5,71-80
498,3,1,1,81.0,81-90
498,8,1,1,76.0,71-80
498,13,1,1,87.0,81-90
498,14,1,1,81.0,81-90
498,16,1,1,95.0,91-100
498,17,1,1,84.0,81-90
498,20,1,1,80.0,81-90
499,2,2,3,81.0,81-90
499,4,1,2,77.5,71-80
499,5,0,1,69.0,61-70
499,8,1,1,78.0,71-80
499,11,1,1,80.0,81-90
499,12,1,1,84.0,81-90
499,15,2,2,86.0,81-90
499,16,0,1,74.0,71-80
499,17,1,2,72.5,71-80
500,1,1,1,94.0,91-100
500,2,3,3,84.67,81-90
500,6,1,1,80.0,81-90
500,7,1,1,77.0,71-80
500,9,0,1,65.0,61-70
500,10,1,1,83.0,81-90
500,11,1,1,84.0,81-90
500,13,0,1,72.0,71-80
500,17,1,1,79.0,71-80
500,18,0,1,67.0,61-70
500,19,1,2,76.0,71-80
500,20,0,1,73.0,71-80
501,1,0,1,70.0,71-80
501,2,2,4,80.75,81-90
501,5,1,1,83.0,81-90
501,6,1,1,76.0,71-80
501,10,2,2,90.0,91-100
501,12,1,1,84.0,81-90
501,14,1,3,72.67,71-80
501,15,1,1,78.0,71-80
501,17,1,1,81.0,81-90
502,2,3,4,86.5,81-90
502,5,1,1,83.0,81-90
502,9,1,2,74.5,71-80
502,11,1,1,78.0,71-80
502,12,1,1,85.0,81-90
502,14,0,1,71.0,71-80
502,15,0,1,68.0,61-70
502,17,2,2,82.5,81-90
502,18,1,1,78.0,71-80
502,20,1,1,82.0,81-90
503,1,1,1,86.0,81-90
503,2,3,5,74.8,71-80
503,3,1,1,83.0,81-90
503,4,2,2,77.5,71-80
503,10,0,1,76.0,71-80
503,12,1,1,78.0,71-80
503,14,1,1,78.0,71-80
503,17,1,1,82.0,81-90
503,18,1,1,95.0,91-100
504,2,1,4,74.5,71-80
504,5,0,1,70.0,71-80
504,10,1,1,81.0,81-90
504,15,0,1,71.0,71-80
504,17,1,2,75.0,71-80
504,19,1,2,76.0,71-80
505,1,1,2,83.0,81-90
505,2,2,3,79.67,71-80
505,4,1,1,90.0,91-100
505,10,1,1,82.0,81-90
505,15,0,1,74.0,71-80
505,16,0,1,69.0,61-70
505,17,1,1,77.0,71-80
505,20,0,1,74.0,71-80
506,1,1,1,86.0,81-90
506,2,1,4,70.5,71-80
506,5,0,1,75.0,71-80
506,11,0,1,73.0,71-80
506,15,1,1,77.0,71-80
506,17,1,1,79.0,71-80
506,20,1,1,78.0,71-80
507,1,0,1,70.0,71-80
507,2,3,4,85.5,81-90
507,9,1,1,80.0,81-90
507,10,2,2,80.5,81-90
507,14,1,2,79.5,71-80
507,17,1,1,96.0,91-100
507,19,0,1,71.0,71-80
508,2,4,4,81.0,81-90
508,3,1,1,94.0,91-100
508,8,1,1,82.0,81-90
508,10,0,1,72.0,71-80
508,11,0,1,66.0,61-70
508,12,2,2,81.0,81-90
508,17,0,1,65.0,61-70
509,1,1,1,96.0,91-100
509,2,3,5,75.6,71-80
509,3,1,1,96.0,91-100
509,7,1,1,87.0,81-90
509,8,1,2,83.0,81-90
509,9,0,1,76.0,71-80
509,14,1,1,81.0,81-90
509,16,1,1,77.0,71-80
509,17,2,2,78.0,71-80
510,1,0,1,69.0,61-70
510,2,4,4,82.25,81-90
510,3,1,1,87.0,81-90
510,5,1,1,91.0,91-100
510,9,1,1,88.0,81-90
510,11,1,1,90.0,91-100
510,12,1,1,81.0,81-90
510,13,1,1,93.0,91-100
510,16,1,1,82.0,81-90
510,17,2,2,81.0,81-90
511,2,3,4,75.5,71-80
511,6,1,1,77.0,71-80
511,9,0,1,74.0,71-80
511,10,1,1,89.0,81-90
511,11,1,1,79.0,71-80
511,14,1,1,87.0,81-90
511,16,2,3,81.0,81-90
511,17,0,1,77.0,71-80
511,18,0,1,77.0,71-80
511,20,0,1,75.0,71-80
512,1,1,1,82.0,81-90
512,2,1,4,75.0,71-80
512,5,1,1,92.0,91-100
512,6,1,1,94.0,91-100
512,8,0,1,75.0,71-80
512,11,1,1,79.0,71-80
512,12,1,1,83.0,81-90
512,17,2,2,77.0,71-80
512,19,1,1,84.0,81-90
513,2,3,4,78.75,71-80
513,6,0,1,76.0,71-80
513,8,1,1,87.0,81-90
513,10,1,1,85.0,81-90
513,12,0,1,72.0,71-80
513,13,1,1,81.0,81-90
513,17,1,1,76.0,71-80
513,19,2,2,85.5,81-90
514,2,3,4,81.0,81-90
514,5,1,1,78.0,71-80
514,6,1,1,82.0,81-90
514,8,0,1,67.0,61-70
514,11,1,1,90.0,91-100
514,14,0,1,75.0,71-80
514,17,0,2,74.5,71-80
514,18,1,1,86.0,81-90
515,2,4,5,82.8,81-90
515,4,1,1,81.0,81-90
515,6,1,1,91.0,91-100
515,9,0,1,73.0,71-80
515,17,0,1,77.0,71-80
515,18,0,1,74.0,71-80
516,2,4,4,84.75,81-90
516,4,0,1,74.0,71-80
516,5,0,1,73.0,71-80
516,7,1,1,79.0,71-80
516,9,0,1,72.0,71-80
516,10,1,1,87.0,81-90
516,17,2,2,81.5,81-90
517,2,4,5,84.6,81-90
517,6,1,1,79.0,71-80
517,7,1,1,82.0,81-90
517,10,1,1,89.0,81-90
517,12,0,1,74.0,71-80
517,13,1,2,77.0,71-80
517,14,0,1,71.0,71-80
517,17,0,1,68.0,61-70
517,19,0,1,72.0,71-80
517,20,0,1,66.0,61-70
518,1,0,1,66.0,61-70
518,2,3,4,80.0,81-90
518,11,0,1,73.0,71-80
518,12,2,2,81.0,81-90
518,17,0,1,74.0,71-80
518,19,1,1,85.0,81-90
519,1,1,1,77.0,71-80
519,2,3,4,85.0,81-90
519,5,0,1,71.0,71-80
519,9,1,1,79.0,71-80
519,11,1,1,94.0,91-100
519,14,1,1,86.0,81-90
519,17,1,1,86.0,81-90
519,18,1,1,85.0,81-90
519,19,2,2,85.0,81-90
520,1,0,1,73.0,71-80
520,2,4,4,81.25,81-90
520,4,1,1,86.0,81-90
520,6,1,1,78.0,71-80
520,8,1,1,79.0,71-80
520,11,1,1,90.0,91-100
520,12,0,1,65.0,61-70
520,14,1,2,85.5,81-90
520,16,1,1,80.0,81-90
520,17,0,1,71.0,71-80
520,18,1,1,80.0,81-90
521,2,4,5,80.8,81-90
521,4,1,1,88.0,81-90
521,6,1,1,90.0,91-100
521,9,1,1,84.0,81-90
521,10,0,1,73.0,71-80
521,16,1,2,76.5,71-80
521,17,1,1,84.0,81-90
521,18,1,1,91.0,91-100
521,19,1,1,91.0,91-100
521,20,0,1,72.0,71-80
522,2,4,5,79.4,71-80
522,10,1,1,77.0,71-80
522,11,1,1,89.0,81-90
522,13,1,1,79.0,71-80
522,17,1,1,77.0,71-80
522,19,1,2,81.0,81-90
522,20,1,1,78.0,71-80
523,2,2,4,74.5,71-80
523,3,0,1,76.0,71-80
523,4,1,1,87.0,81-90
523,10,1,1,91.0,91-100
523,11,0,1,72.0,71-80
523,12,2,2,86.0,81-90
523,15,1,1,78.0,71-80
523,17,0,1,76.0,71-80
523,20,0,1,73.0,71-80
524,1,0,1,73.0,71-80
524,2,2,4,75.25,71-80
524,4,1,1,79.0,71-80
524,5,1,1,89.0,81-90
524,8,1,1,84.0,81-90
524,16,1,2,78.0,71-80
524,17,2,2,86.5,81-90
524,20,0,1,67.0,61-70
525,2,4,5,81.6,81-90
525,4,0,1,77.0,71-80
525,5,0,1,74.0,71-80
525,6,1,1,87.0,81-90
525,14,1,1,88.0,81-90
525,17,1,1,84.0,81-90
525,19,0,1,69.0,61-70
526,1,0,1,70.0,71-80
526,2,2,4,75.0,71-80
526,5,1,1,84.0,81-90
526,6,0,1,71.0,71-80
526,9,2,2,86.5,81-90
526,13,1,2,80.5,81-90
526,15,1,2,75.0,71-80
526,17,1,1,92.0,91-100
527,1,0,1,74.0,71-80
527,2,5,5,81.8,81-90
527,4,1,2,77.0,71-80
527,7,1,1,83.0,81-90
527,11,1,1,86.0,81-90
527,12,1,1,94.0,91-100
527,14,0,1,74.0,71-80
527,18,1,1,91.0,91-100
527,19,1,1,78.0,71-80
528,1,1,1,94.0,91-100
528,2,2,4,75.25,71-80
528,6,1,1,79.0,71-80
528,11,2,2,80.0,81-90
528,13,2,2,83.5,81-90
528,17,1,1,85.0,81-90
528,19,1,1,78.0,71-80
529,2,1,4,72.5,71-80
529,3,1,1,86.0,81-90
529,9,1,1,88.0,81-90
529,10,1,1,84.0,81-90
529,13,2,2,86.0,81-90
529,16,0,1,70.0,71-80
529,17,0,1,72.0,71-80
530,2,3,5,76.0,71-80
530,7,1,1,91.0,91-100
530,9,1,1,76.0,71-80
530,11,0,1,75.0,71-80
530,13,0,1,70.0,71-80
530,17,1,1,87.0,81-90
531,1,1,2,76.0,71-80
531,2,3,4,84.5,81-90
531,4,0,1,65.0,61-70
531,8,0,1,71.0,71-80
531,9,1,1,79.0,71-80
531,10,0,1,74.0,71-80
531,13,1,1,80.0,81-90
531,16,1,2,76.5,71-80
531,17,0,1,71.0,71-80
532,2,3,5,80.4,81-90
532,4,0,1,72.0,71-80
532,7,1,1,82.0,81-90
532,11,1,1,87.0,81-90
532,12,1,1,82.0,81-90
532,13,0,1,74.0,71-80
532,17,2,2,84.0,81-90
532,18,1,1,78.0,71-80
533,2,5,5,84.0,81-90
533,6,0,1,71.0,71-80
533,9,0,1,68.0,61-70
533,10,0,1,74.0,71-80
533,12,1,1,88.0,81-90
533,13,1,1,91.0,91-100
533,17,0,1,76.0,71-80
533,18,0,1,66.0,61-70
533,19,1,1,89.0,81-90
534,2,4,4,81.75,81-90
534,6,0,1,72.0,71-80
534,8,0,1,76.0,71-80
534,11,1,1,78.0,71-80
534,14,2,3,84.67,81-90
534,17,1,1,84.0,81-90
535,1,1,1,77.0,71-80
535,2,2,4,79.25,71-80
535,6,1,1,88.0,81-90
535,9,1,1,83.0,81-90
535,11,0,1,73.0,71-80
535,15,1,1,84.0,81-90
535,17,1,1,78.0,71-80
535,20,1,1,87.0,81-90
536,2,4,4,81.75,81-90
536,6,0,1,77.0,71-80
536,13,0,1,65.0,61-70
536,15,1,1,75.0,71-80
536,17,0,1,75.0,71-80
536,18,1,1,82.0,81-90
536,19,1,1,82.0,81-90
537,2,4,4,84.5,81-90
537,3,0,1,75.0,71-80
537,4,1,1,79.0,71-80
537,6,1,1,82.0,81-90
537,8,0,1,76.0,71-80
537,17,1,1,88.0,81-90
537,19,0,1,70.0,71-80
538,2,2,4,82.5,81-90
538,3,1,1,90.0,91-100
538,7,1,1,84.0,81-90
538,11,1,1,92.0,91-100
538,13,1,1,87.0,81-90
538,14,1,1,83.0,81-90
538,17,0,1,76.0,71-80
538,18,0,1,74.0,71-80
539,1,0,1,77.0,71-80
539,2,2,5,75.8,71-80
539,5,1,1,94.0,91-100
539,6,0,1,65.0,61-70
539,13,1,1,77.0,71-80
539,18,1,1,86.0,81-90
540,1,0,1,72.0,71-80
540,2,4,4,82.25,81-90
540,5,1,2,75.5,71-80
540,10,1,1,81.0,81-90
540,11,1,1,87.0,81-90
540,16,2,2,87.0,81-90
540,17,1,1,92.0,91-100
541,2,1,4,77.0,71-80
541,3,1,1,85.0,81-90
541,4,1,1,78.0,71-80
541,5,1,1,83.0,81-90
541,7,1,2,81.5,81-90
541,15,1,1,83.0,81-90
541,16,0,1,75.0,71-80
541,17,1,1,85.0,81-90
542,2,3,4,81.25,81-90
542,12,1,1,85.0,81-90
542,13,1,1,80.0,81-90
542,17,0,1,74.0,71-80
542,18,1,1,90.0,91-100
542,19,1,1,81.0,81-90
542,20,1,1,81.0,81-90
543,1,1,2,75.5,71-80
543,2,2,3,76.67,71-80
543,3,1,1,94.0,91-100
543,4,0,1,75.0,71-80
543,6,1,1,80.0,81-90
543,10,1,1,83.0,81-90
543,16,0,1,75.0,71-80
543,17,2,2,89.0,81-90
544,2,4,4,88.75,81-90
544,3,0,1,74.0,71-80
544,6,1,1,77.0,71-80
544,7,1,1,81.0,81-90
544,8,1,1,83.0,81-90
544,17,0,1,62.0,61-70
544,18,1,1,78.0,71-80
545,1,1,2,78.0,71-80
545,2,3,4,79.25,71-80
545,5,1,1,91.0,91-100
545,8,1,1,91.0,91-100
545,10,2,2,77.5,71-80
545,11,1,1,80.0,81-90
545,16,2,2,79.0,71-80
545,17,1,1,83.0,81-90
546,2,2,4,78.5,71-80
546,4,1,1,79.0,71-80
546,5,1,1,82.0,81-90
546,6,0,1,76.0,71-80
546,9,0,1,69.0,61-70
546,10,0,1,72.0,71-80
546,13,1,1,84.0,81-90
546,14,0,1,75.0,71-80
546,16,1,1,80.0,81-90
546,17,0,1,75.0,71-80
546,19,1,1,82.0,81-90
547,2,1,5,70.8,71-80
547,7,1,1,85.0,81-90
547,12,0,1,69.0,61-70
547,14,1,2,76.0,71-80
547,15,0,1,75.0,71-80
547,17,1,1,83.0,81-90
547,20,0,1,73.0,71-80
548,2,3,4,78.75,71-80
548,4,1,1,87.0,81-90
548,5,0,1,73.0,71-80
548,9,1,1,86.0,81-90
548,15,1,1,80.0,81-90
548,17,2,3,80.0,81-90
549,2,2,5,76.4,71-80
549,9,0,1,65.0,61-70
549,11,1,1,77.0,71-80
549,13,1,1,87.0,81-90
549,15,1,1,88.0,81-90
